question_id,agent_index,choice_A_prob,choice_B_prob,choice_C_prob,variance,entropy,gini,uniform_kl
0,1,0.7,0.2,0.1,0.06888888888888887,1.1567796494470395,0.4000000000000001,0.4281828512741171
0,2,0.7,0.2,0.1,0.06888888888888887,1.1567796494470395,0.4000000000000001,0.4281828512741171
0,3,0.7,0.2,0.1,0.06888888888888887,1.1567796494470395,0.4000000000000001,0.4281828512741171
0,4,0.7,0.2,0.1,0.06888888888888887,1.1567796494470395,0.4000000000000001,0.4281828512741171
1,1,0.2,0.3,0.5,0.015555555555555553,1.4854752972273346,0.20000000000000004,0.0994872034938219
1,2,0.1,0.2,0.7,0.06888888888888887,1.1567796494470395,0.4000000000000001,0.4281828512741168
1,3,0.1,0.2,0.7,0.06888888888888887,1.1567796494470395,0.4000000000000001,0.4281828512741168
1,4,0.2,0.3,0.5,0.015555555555555553,1.4854752972273346,0.20000000000000004,0.0994872034938219
3,1,0.3,0.3,0.4,0.002222222222222224,1.570950594454669,0.06666666666666672,0.01401190626648767
3,2,0.2,0.1,0.7,0.06888888888888887,1.1567796494470395,0.4000000000000001,0.4281828512741168
3,3,0.2,0.1,0.7,0.06888888888888887,1.1567796494470395,0.4000000000000001,0.4281828512741168
3,4,0.2,0.1,0.7,0.06888888888888887,1.1567796494470395,0.4000000000000001,0.4281828512741168
4,1,0.7,0.2,0.1,0.06888888888888887,1.1567796494470395,0.4000000000000001,0.4281828512741171
4,2,0.7,0.2,0.1,0.06888888888888887,1.1567796494470395,0.4000000000000001,0.4281828512741171
4,3,0.7,0.2,0.1,0.06888888888888887,1.1567796494470395,0.4000000000000001,0.4281828512741171
4,4,0.7,0.2,0.1,0.06888888888888887,1.1567796494470395,0.4000000000000001,0.4281828512741171
5,1,0.2,0.2,0.6,0.035555555555555556,1.370950594454669,0.2666666666666666,0.21401190626648764
5,2,0.1,0.2,0.7,0.06888888888888887,1.1567796494470395,0.4000000000000001,0.4281828512741168
5,3,0.1,0.1,0.8,0.10888888888888891,0.9219280948873624,0.4666666666666666,0.6630344058337941
5,4,0.1,0.1,0.8,0.10888888888888891,0.9219280948873624,0.4666666666666666,0.6630344058337941
7,1,0.6,0.3,0.1,0.04222222222222222,1.295461844238322,0.3333333333333333,0.28950065648283463
7,2,0.7,0.2,0.1,0.06888888888888887,1.1567796494470395,0.4000000000000001,0.4281828512741171
7,3,0.7,0.2,0.1,0.06888888888888887,1.1567796494470395,0.4000000000000001,0.4281828512741171
7,4,0.7,0.2,0.1,0.06888888888888887,1.1567796494470395,0.4000000000000001,0.4281828512741171
8,1,0.2,0.7,0.1,0.06888888888888887,1.1567796494470395,0.4000000000000001,0.4281828512741171
8,2,0.2,0.7,0.1,0.06888888888888887,1.1567796494470395,0.4000000000000001,0.4281828512741171
8,3,0.2,0.7,0.1,0.06888888888888887,1.1567796494470395,0.4000000000000001,0.4281828512741171
8,4,0.2,0.7,0.1,0.06888888888888887,1.1567796494470395,0.4000000000000001,0.4281828512741171
9,1,0.3,0.3,0.4,0.002222222222222224,1.570950594454669,0.06666666666666672,0.01401190626648767
9,2,0.2,0.1,0.7,0.06888888888888887,1.1567796494470395,0.4000000000000001,0.4281828512741168
9,3,0.2,0.1,0.7,0.06888888888888887,1.1567796494470395,0.4000000000000001,0.4281828512741168
9,4,0.2,0.1,0.7,0.06888888888888887,1.1567796494470395,0.4000000000000001,0.4281828512741168
10,1,0.3,0.6,0.1,0.04222222222222222,1.295461844238322,0.3333333333333333,0.28950065648283463
10,2,0.2,0.7,0.1,0.06888888888888887,1.1567796494470395,0.4000000000000001,0.4281828512741171
10,3,0.2,0.7,0.1,0.06888888888888887,1.1567796494470395,0.4000000000000001,0.4281828512741171
10,4,0.2,0.7,0.1,0.06888888888888887,1.1567796494470395,0.4000000000000001,0.4281828512741171
11,1,0.2,0.5,0.3,0.015555555555555557,1.4854752972273346,0.20000000000000004,0.0994872034938219
11,2,0.1,0.7,0.2,0.06888888888888887,1.1567796494470395,0.4000000000000001,0.4281828512741167
11,3,0.2,0.5,0.3,0.015555555555555557,1.4854752972273346,0.20000000000000004,0.0994872034938219
11,4,0.1,0.7,0.2,0.06888888888888887,1.1567796494470395,0.4000000000000001,0.4281828512741167
12,1,0.3,0.5,0.2,0.015555555555555553,1.4854752972273346,0.20000000000000004,0.0994872034938219
12,2,0.3,0.6,0.1,0.04222222222222222,1.295461844238322,0.3333333333333333,0.28950065648283463
12,3,0.3,0.6,0.1,0.04222222222222222,1.295461844238322,0.3333333333333333,0.28950065648283463
12,4,0.2,0.7,0.1,0.06888888888888887,1.1567796494470395,0.4000000000000001,0.4281828512741171
13,1,0.3,0.5,0.2,0.015555555555555553,1.4854752972273346,0.20000000000000004,0.0994872034938219
13,2,0.3,0.6,0.1,0.04222222222222222,1.295461844238322,0.3333333333333333,0.28950065648283463
13,3,0.2,0.7,0.1,0.06888888888888887,1.1567796494470395,0.4000000000000001,0.4281828512741171
